"a.h"	"a.theta"	"a.K"
"80"	0.792068413656145	1.12146846611078	0.0884570766994694
"81"	0.834098957358379	1.09375949456447	0.0512053170525614
"82"	0.761948190925554	1.08644675025278	0.800046180920388
"83"	0.507863361269867	0.987326711472628	1.71211509495414
"84"	0.664791944546337	1.10430874456369	1.68833594098292
"85"	0.941863152563188	1.17024805421647	0.014292791034776
"86"	0.964412212561571	1.0015771794245		5.16922609091065
"87"	1.31813759148268	0.926627251709212	NA
"88"	0.61950441663655	1.24370708559757	1.80126498955059
"89"	1.35914959062511	0.913310107054189	0.515185002868373
"90"	1.44693267218753	0.946668399730452	0.517497606431545
"91"	0.516634581074522	1.15447642584478	0.48874773940757
"92"	1.39212070975683	0.896913658316256	0.174231565926062
"93"	0.620147849503753	1.1300718475161		0.314549681485032
"94"	2.61473548350444	0.90149827947794	NA
"95"	0.702628174160074	1.15223972948739	1.87870797712667
"96"	0.795913806208035	1.21414461249393	13.8952132308253
"97"	3.4635572223544		1.01665845812063	NA
"98"	1.03197997563497	1.06225836036958	NA
"99"	0.903913133720663	1.0950293485147		NA
"100"	0.893949707506776	1.115358190715		0.0899254769271323
"101"	1.2469162974866		0.970706535596202	0.175525503935846
"102"	0.682502453383229	1.18936665498805	0.259782347154059
"103"	0.78226096771966	1.09842668781756	0.776881894148839
"104"	0.668872187557451	1.16378026103873	0.310749622959992
"105"	1.00904289484969	0.891780160242209	NA
"106"	0.60947642613148	1.03586810209072	1.25157663276393
"107"	0.662947291332098	1.13420520864614	4.17636763949371
"108"	2.34752126529447	0.685208138237677	0.175700646387714
"109"	0.712361460384683	1.06579348761703	0.0841850703596821
"110"	2.38337335058885	0.84625895945394	0.170504989738568
"111"	1.77433031791642	1.03207289741698	0.975838629308913
"112"	0.973936319413358	0.985123895024909	0.00671245797384229
"113"	1.9258036296258		0.961996508917963	NA
"114"	0.847205593174629	0.907503736702859	0.00335926475973033
"115"	0.548736209296431	1.11984150557198	0.705709066745676
"116"	1.24319202468098	0.914963931414291	NA
"117"	0.692536695876154	1.12926759159618	NA
"118"	1.92239297833014	0.858878943433657	0.0194115709499434
"119"	1.37633729769974	0.903556413825742	0.0688616801649297
"120"	2.47829311620572	0.881364377620651	1.03335909247111
"121"	0.618971006243181	1.14195767541913	NA
"122"	1.22813361163805	0.800298662907331	1.68833594098292
"123"	1.87901596990664	0.806050764055432	0.109764048943543
"124"	0.433602303242109	0.773651821486107	0.0581645334761221
"125"	0.858454326144842	0.916982279984884	2.2773191702564
"126"	0.901012880695475	0.895486032753238	0.007146395517388
"127"	0.845744109262677	0.949898626707209	1.80126498955059
"128"	0.643675600076656	0.808258976981971	0.446543301645562
"129"	1.00345532149467	0.865718840474666	0.399748681183781
"130"	1.16218677724311	0.943107356343916	0.320010273846192
